Type,Location,Neighborhood,Residential,Shop,Work,Latitude,Longitude
cafe,,"Porto, Portugal",,,,41.1491534,-8.6140896
restaurant,,"Porto, Portugal",,,,41.1488921,-8.614151
atm,,"Porto, Portugal",,,,41.1484912,-8.6142608
restaurant,Rua Sá de Noronha,"Porto, Portugal",,,,41.14774,-8.6152961
restaurant,,"Porto, Portugal",,,,41.1477794,-8.6152924
restaurant,Rua Actor João Guedes,"Porto, Portugal",,,,41.1479748,-8.6153214
atm,,"Porto, Portugal",,,,41.1478685,-8.615852
atm,,"Porto, Portugal",,,,41.1475004,-8.6159418
pharmacy,,"Porto, Portugal",,,,41.1484699,-8.6162355
atm,,"Porto, Portugal",,,,41.1489505,-8.6160288
restaurant,,"Porto, Portugal",,,,41.1487441,-8.6152666
restaurant,Rua Adolfo Casais Monteiro,"Porto, Portugal",,,,41.1492962,-8.6228344
restaurant,,"Porto, Portugal",,,,41.148997,-8.6165185
restaurant,,"Porto, Portugal",,,,41.1517463,-8.6137424
restaurant,,"Porto, Portugal",,,,41.152022,-8.6138802
restaurant,,"Porto, Portugal",,,,41.1524675,-8.6135866
atm,,"Porto, Portugal",,,,41.1501477,-8.614858
restaurant,,"Porto, Portugal",,,,41.1503279,-8.614858
restaurant,,"Porto, Portugal",,,,41.1503883,-8.6148595
atm,,"Porto, Portugal",,,,41.1506206,-8.6146826
restaurant,,"Porto, Portugal",,,,41.1535565,-8.6135013
restaurant,Rua dos Mártires da Liberdade,"Porto, Portugal",,,,41.1532298,-8.6134245
cafe,,"Porto, Portugal",,,,41.1528783,-8.6143054
restaurant,,"Porto, Portugal",,,,41.1528404,-8.6148146
cafe,,"Porto, Portugal",,,,41.1526558,-8.6168341
restaurant,,"Porto, Portugal",,,,41.1526478,-8.6169371
restaurant,,"Porto, Portugal",,,,41.1525857,-8.6177391
cafe,,"Porto, Portugal",,,,41.1525796,-8.6178186
restaurant,,"Porto, Portugal",,,,41.1524278,-8.6179379
restaurant,,"Porto, Portugal",,,,41.1523448,-8.6181159
restaurant,,"Porto, Portugal",,,,41.1522964,-8.6178874
cafe,,"Porto, Portugal",,,,41.1521114,-8.617791
university,,"Porto, Portugal",,,,41.1519635,-8.6179724
restaurant,,"Porto, Portugal",,,,41.1520612,-8.6179827
cafe,,"Porto, Portugal",,,,41.1514206,-8.6180172
cafe,,"Porto, Portugal",,,,41.1513878,-8.6181883
cafe,,"Porto, Portugal",,,,41.1520951,-8.6257502
cafe,,"Porto, Portugal",,,,41.1527923,-8.6183247
restaurant,,"Porto, Portugal",,,,41.1530333,-8.6186544
cafe,,"Porto, Portugal",,,,41.1535286,-8.6184017
place_of_worship,,"Porto, Portugal",,,,41.1540137,-8.618563
cafe,,"Porto, Portugal",,,,41.1548015,-8.6204417
cafe,,"Porto, Portugal",,,,41.1529593,-8.6207877
restaurant,,"Porto, Portugal",,,,41.1522147,-8.6208454
cafe,,"Porto, Portugal",,,,41.1517267,-8.6211789
restaurant,,"Porto, Portugal",,,,41.1512874,-8.6211116
cafe,,"Porto, Portugal",,,,41.1510483,-8.6212268
cafe,,"Porto, Portugal",,,,41.1511949,-8.6212618
restaurant,,"Porto, Portugal",,,,41.1513247,-8.6212874
cafe,,"Porto, Portugal",,,,41.1506692,-8.623043
college,Rua do Breyner,"Porto, Portugal",,,,41.1502938,-8.6222002
atm,,"Porto, Portugal",,,,41.151307,-8.6188916
restaurant,,"Porto, Portugal",,,,41.1509502,-8.6203816
restaurant,,"Porto, Portugal",,,,41.1507005,-8.6213568
restaurant,,"Porto, Portugal",,,,41.1502317,-8.6225411
restaurant,,"Porto, Portugal",,,,41.1476801,-8.6205753
restaurant,,"Porto, Portugal",,,,41.1494241,-8.620753
restaurant,,"Porto, Portugal",,,,41.1494582,-8.6207603
cafe,,"Porto, Portugal",,,,41.1496133,-8.6206697
cafe,,"Porto, Portugal",,,,41.150058,-8.6210794
cafe,,"Porto, Portugal",,,,41.1501299,-8.6177465
kindergarten,,"Porto, Portugal",,,,41.1499008,-8.6194309
restaurant,,"Porto, Portugal",,,,41.1497678,-8.6204092
clinic,Rua de Miguel Bombarda,"Porto, Portugal",,,,41.1498515,-8.6197936
cafe,,"Porto, Portugal",,,,41.1496476,-8.6213748
restaurant,,"Porto, Portugal",,,,41.1495637,-8.6219448
cafe,Rua de Miguel Bombarda,"Porto, Portugal",,,,41.1493905,-8.6223927
university,,"Porto, Portugal",,,,41.1471294,-8.6245384
library,,"Porto, Portugal",,,,41.1476655,-8.6234788
pharmacy,,"Porto, Portugal",,,,41.1473251,-8.6215982
cafe,,"Porto, Portugal",,,,41.1473798,-8.621808
bank,,"Porto, Portugal",,,,41.147341,-8.6212498
restaurant,,"Porto, Portugal",,,,41.1471737,-8.621181
kindergarten,,"Porto, Portugal",,,,41.1465931,-8.6204582
restaurant,,"Porto, Portugal",,,,41.1458831,-8.6204301
police,Rua de Júlio Dinis,"Porto, Portugal",,,,41.1494288,-8.6258238
bank,,"Porto, Portugal",,,,41.1502077,-8.6261962
cafe,,"Porto, Portugal",,,,41.1496957,-8.6258548
bank,,"Porto, Portugal",,,,41.1501646,-8.6256031
dentist,,"Porto, Portugal",,,,41.1503883,-8.6256684
restaurant,Estrada da Circunvalação,"Porto, Portugal",,,,41.1833933,-8.599501
school,,"Porto, Portugal",,,,41.1522483,-8.6185676
restaurant,,"Porto, Portugal",,,,41.1528924,-8.6218723
restaurant,,"Porto, Portugal",,,,41.1527394,-8.6228988
cafe,,"Porto, Portugal",,,,41.1538832,-8.6255592
dentist,,"Porto, Portugal",,,,41.1538817,-8.6267622
bank,,"Porto, Portugal",,,,41.1557656,-8.627365
bank,,"Porto, Portugal",,,,41.1561222,-8.6276495
restaurant,,"Porto, Portugal",,,,41.1562264,-8.6277327
bank,,"Porto, Portugal",,,,41.1561994,-8.6281
cafe,,"Porto, Portugal",,,,41.1566974,-8.6281085
bank,,"Porto, Portugal",,,,41.1565942,-8.6284096
restaurant,,"Porto, Portugal",,,,41.1526662,-8.6291051
restaurant,,"Porto, Portugal",,,,41.1523369,-8.6281965
townhall,,"Porto, Portugal",,,,41.1527328,-8.6308642
restaurant,,"Porto, Portugal",,,,41.1507366,-8.6119857
cafe,,"Porto, Portugal",,,,41.1512313,-8.6119847
dentist,,"Porto, Portugal",,,,41.1516905,-8.6100878
atm,,"Porto, Portugal",,,,41.1522671,-8.6102486
restaurant,Rua de Gonçalo Cristóvão,"Porto, Portugal",,,,41.1533785,-8.6109901
restaurant,,"Porto, Portugal",,,,41.1526579,-8.6116036
cafe,,"Porto, Portugal",,,,41.15273,-8.6117051
cafe,,"Porto, Portugal",,,,41.1530605,-8.6121266
school,,"Porto, Portugal",,,,41.1529716,-8.6121278
restaurant,,"Porto, Portugal",,,,41.1527966,-8.6121349
cafe,,"Porto, Portugal",,,,41.1516943,-8.6121523
restaurant,,"Porto, Portugal",,,,41.1840619,-8.602216
restaurant,,"Porto, Portugal",,,,41.1838404,-8.600305
bank,,"Porto, Portugal",,,,41.18335,-8.59993
cafe,,"Porto, Portugal",,,,41.1490597,-8.6041444
restaurant,,"Porto, Portugal",,,,41.1464064,-8.6034933
atm,,"Porto, Portugal",,,,41.1797395,-8.6018956
restaurant,,"Porto, Portugal",,,,41.1754079,-8.6074654
restaurant,Rua de Santa Catarina,"Porto, Portugal",,,,41.156833,-8.6045465
restaurant,Rua do Barão de São Cosme,"Porto, Portugal",,,,41.1454006,-8.5988581
restaurant,Rua de Clemente Meneres,"Porto, Portugal",,,,41.1485897,-8.619499
restaurant,Rua de Cedofeita,"Porto, Portugal",,,,41.1509626,-8.6172113
restaurant,Rua do Doutor Eduardo Santos Silva,"Porto, Portugal",,,,41.1793597,-8.5856547
cafe,,"Porto, Portugal",,,,41.1478339,-8.6096515
library,,"Porto, Portugal",,,,41.144653,-8.581824
cafe,Rua da Porta do Sol,"Porto, Portugal",,,,41.1437422,-8.6084547
cafe,Rua de Augusto Rosa,"Porto, Portugal",,,,41.1433648,-8.6083083
restaurant,Rua de São Bartolomeu,"Porto, Portugal",,,,41.1511788,-8.6769542
cafe,,"Porto, Portugal",,,,41.1557128,-8.613388
cafe,,"Porto, Portugal",,,,41.1602365,-8.5788492
restaurant,Travessa do Carmo,"Porto, Portugal",,,,41.1470621,-8.6170669
cafe,Rua da Madeira,"Porto, Portugal",,,,41.1459611,-8.6101046
restaurant,,"Porto, Portugal",,,,41.1505045,-8.5862225
restaurant,Rua da Estação,"Porto, Portugal",,,,41.1486228,-8.5862302
restaurant,Estrada Exterior da Circunvalação,"Porto, Portugal",,,,41.1837619,-8.6000345
cafe,,"Porto, Portugal",,,,41.1673661,-8.6251386
cafe,,"Porto, Portugal",,,,41.1608871,-8.6209753
restaurant,,"Porto, Portugal",,,,41.1477112,-8.6675299
cafe,,"Porto, Portugal",,,,41.148193,-8.6653655
restaurant,,"Porto, Portugal",,,,41.1438901,-8.6136095
restaurant,,"Porto, Portugal",,,,41.1454838,-8.6077784
restaurant,,"Porto, Portugal",,,,41.1477421,-8.6063448
restaurant,,"Porto, Portugal",,,,41.1476913,-8.6063637
restaurant,Rua de O Comércio do Porto,"Porto, Portugal",,,,41.1424733,-8.6157739
university,Rua de O Comércio do Porto,"Porto, Portugal",,,,41.1424182,-8.6159149
restaurant,,"Porto, Portugal",,,,41.1425689,-8.615039
restaurant,,"Porto, Portugal",,,,41.140977,-8.6120052
restaurant,,"Porto, Portugal",,,,41.1401001,-8.6150508
kindergarten,Rua Príncipe Dom Luís Filipe,"Porto, Portugal",,,,41.1479495,-8.6728524
school,Travessa de Costibela,"Porto, Portugal",,,,41.1719734,-8.6687252
school,Rua Engenheiro Ferreira Dias,"Porto, Portugal",,,,41.1769228,-8.6471026
school,Rua de Costa Cabral,"Porto, Portugal",,,,41.1626581,-8.6024626
school,Rua Pinheiro de Campanhã,"Porto, Portugal",,,,41.1501444,-8.5830367
school,Rua do Melo,"Porto, Portugal",,,,41.1574835,-8.616567
school,Rua Passos Manuel,"Porto, Portugal",,,,41.1469846,-8.6054465
school,Rua Formosa,"Porto, Portugal",,,,41.1489705,-8.6081509
school,Rua do Bonjardim,"Porto, Portugal",,,,41.1515769,-8.6084593
school,Rua do Bonjardim,"Porto, Portugal",,,,41.1523368,-8.6080295
school,Rua Doutor Alves da Veiga,"Porto, Portugal",,,,41.1495007,-8.603119
kindergarten,Rua de Santo Ildefonso,"Porto, Portugal",,,,41.1475562,-8.6003624
school,Rua de Gonçalo Cristovão,"Porto, Portugal",,,,41.1533652,-8.6109578
restaurant,,"Porto, Portugal",,,,41.1551521,-8.6283681
restaurant,Rua da Boavista,"Porto, Portugal",,,,41.1561397,-8.6188227
restaurant,,"Porto, Portugal",,,,41.1479407,-8.6658823
restaurant,,"Porto, Portugal",,,,41.1476107,-8.6664775
restaurant,,"Porto, Portugal",,,,41.1545618,-8.6194167
restaurant,Rua de José Falcão,"Porto, Portugal",,,,41.1498955,-8.6141858
kindergarten,Praça do Marquês de Pombal,"Porto, Portugal",,,,41.1615849,-8.6063088
restaurant,Rua de O Comércio do Porto,"Porto, Portugal",,,,41.1422607,-8.6161767
cafe,,"Porto, Portugal",,,,41.1529582,-8.6084196
cafe,,"Porto, Portugal",,,,41.1510811,-8.6212225
cafe,,"Porto, Portugal",,,,41.1451274,-8.6114143
restaurant,,"Porto, Portugal",,,,41.143342,-8.6176491
restaurant,Rua Fernandes Tomás,"Porto, Portugal",,,,41.1502548,-8.6082938
cafe,Rua de Saraiva de Carvalho,"Porto, Portugal",,,,41.1433593,-8.6102115
hospital,Largo do Prof. Abel Salazar,"Porto, Portugal",,,,41.147045429482375,-8.619086767086488
place_of_worship,,"Porto, Portugal",,,,41.16428831953426,-8.589943016552752
hospital,,"Porto, Portugal",,,,41.15666025050849,-8.625933166967174
school,Rua Aurélia de Sousa,"Porto, Portugal",,,,41.16029529257205,-8.599503391013466
school,Rua do Aval de Cima,"Porto, Portugal",,,,41.1677259391878,-8.599914398662454
school,Rua Major David Magno,"Porto, Portugal",,,,41.158710491838896,-8.595997488118291
hospital,,"Porto, Portugal",,,,41.181154812009616,-8.60101807249636
university,Rua Doutor Roberto Frias,"Porto, Portugal",,,,41.178291131580316,-8.595783624490462
university,,"Porto, Portugal",,,,41.17844417251479,-8.602277428639011
university,,"Porto, Portugal",,,,41.1755204296682,-8.598336335154295
school,Rua Professor António Cruz,"Porto, Portugal",,,,41.17601272870859,-8.589735765202423
school,Rua do Covelo,"Porto, Portugal",,,,41.166144937153966,-8.608397085583862
restaurant,Rua do Passeio Alegre,"Porto, Portugal",,,,41.147291185032444,-8.661650920158678
school,Rua Pinho Leal,"Porto, Portugal",,,,41.16238121089339,-8.669005055241698
school,Rua de São Francisco Xavier,"Porto, Portugal",,,,41.15686355376666,-8.671771058380388
university,,"Porto, Portugal",,,,41.153549455441066,-8.672379358539356
university,Rua de Diogo Botelho,"Porto, Portugal",,,,41.15327819684323,-8.672106913627136
library,,"Porto, Portugal",,,,41.1774362318605,-8.59470383082775
university,Via Panorâmica,"Porto, Portugal",,,,41.150826733860214,-8.632127881684973
hospital,Rua Professor Álvaro Rodrigues,"Porto, Portugal",,,,41.17749793160197,-8.665878181191903
school,Rua do Porto Feliz,"Porto, Portugal",,,,41.17660527911372,-8.581882397331835
university,,"Porto, Portugal",,,,41.17540276123893,-8.604472220033088
police,Rua de Assis Vaz,"Porto, Portugal",,,,41.16858828924899,-8.594886887952674
marketplace,,"Porto, Portugal",,,,41.15459602627091,-8.674359594567042
university,,"Porto, Portugal",,,,41.17347036250393,-8.59597984497337
university,Rua Alfredo Allen,"Porto, Portugal",,,,41.176692264610885,-8.604816665973134
university,Largo de São Domingos,"Porto, Portugal",,,,41.14308342267512,-8.614260104092011
hospital,Avenida da Boavista,"Porto, Portugal",,,,41.158174671272626,-8.625652176697077
school,Praça da Galiza,"Porto, Portugal",,,,41.15289576360259,-8.627341063779083
school,Largo de Alexandre Sá Pinto,"Porto, Portugal",,,,41.15310416965144,-8.625513445253329
school,Praça de Pedro Nunes,"Porto, Portugal",,,,41.15466682848059,-8.622702678587865
marketplace,Praça do Bom Sucesso,"Porto, Portugal",,department_store,,41.15582146964363,-8.629109084897964
hospital,Largo da Maternidade de Júlio Dinis,"Porto, Portugal",,,,41.151927947305154,-8.624085739920282
place_of_worship,,"Porto, Portugal",,,,41.15717058069603,-8.611988410231932
hospital,Largo da Lapa,"Porto, Portugal",,,,41.15721097123752,-8.613450780173656
school,Rua da Infanta Dona Maria,"Porto, Portugal",,,,41.15957031047228,-8.621990099853837
school,Rua da Telheira,"Porto, Portugal",,,,41.17725223573479,-8.61526684828264
place_of_worship,,"Porto, Portugal",,,,41.15590891303958,-8.636883018920594
place_of_worship,,"Porto, Portugal",,,,41.15161859880106,-8.66869515925585
cafe,,"Porto, Portugal",,,,41.14805147874629,-8.653095727829824
place_of_worship,,"Porto, Portugal",,,,41.14600984364781,-8.62691193026383
cafe,,"Porto, Portugal",,,,41.140230264943774,-8.613906466326153
place_of_worship,,"Porto, Portugal",,,,41.16412011249263,-8.594287782512716
place_of_worship,Avenida Marechal Gomes da Costa,"Porto, Portugal",,,,41.158974315784796,-8.663810409929514
school,Rua de Robert Auzelle,"Porto, Portugal",,,,41.168631651030125,-8.666575151027967
place_of_worship,,"Porto, Portugal",,,,41.16413594522099,-8.570715230775763
school,Rua de Santo António de Contumil,"Porto, Portugal",,,,41.172060926150714,-8.580091160584542
place_of_worship,Rua Professor Melo Adrião,"Porto, Portugal",,,,41.16996633405592,-8.667266223282486
place_of_worship,,"Porto, Portugal",,,,41.16831114808147,-8.647974958800187
place_of_worship,,"Porto, Portugal",,,,41.14750540833011,-8.618844539421941
restaurant,,"Porto, Portugal",,,,41.147456366830845,-8.662611629355434
school,Rua do Pintor António Cruz,"Porto, Portugal",,,,41.15757824512158,-8.654607262120843
place_of_worship,,"Porto, Portugal",,,,41.15578900004343,-8.621685311928848
university,,"Porto, Portugal",,,,41.17855062915881,-8.607750236984286
university,,"Porto, Portugal",,,,41.17731436108142,-8.606313688023759
place_of_worship,,"Porto, Portugal",,,,41.14592823530765,-8.630494765191484
police,Rua de Monchique,"Porto, Portugal",,,,41.14493644325303,-8.625797466144073
hospital,Rua Doutor António Bernardino de Almeida,"Porto, Portugal",,,,41.18235357498533,-8.606314113466917
university,,"Porto, Portugal",,,,41.17521097761641,-8.65748829038688
school,Avenida de Camilo,"Porto, Portugal",,,,41.14813273900207,-8.594322386387027
place_of_worship,,"Porto, Portugal",,,,41.14279064073948,-8.611216514250955
place_of_worship,,"Porto, Portugal",,,,41.143207195411115,-8.61136846975101
marketplace,,"Porto, Portugal",,yes,,41.1438647732875,-8.611201608734174
place_of_worship,,"Porto, Portugal",,,,41.14208745038827,-8.612684096491192
place_of_worship,,"Porto, Portugal",,,,41.14166174991315,-8.611359701317967
place_of_worship,,"Porto, Portugal",,,,41.141340473375465,-8.610179402171488
place_of_worship,,"Porto, Portugal",,,,41.140888221206886,-8.61044064941421
place_of_worship,,"Porto, Portugal",,,,41.14050147464972,-8.614626842236488
place_of_worship,,"Porto, Portugal",,,,41.14051946108135,-8.615207488348128
university,,"Porto, Portugal",,,,41.14015287693944,-8.615847117036257
police,,"Porto, Portugal",,,,41.140180346903755,-8.616130143411377
hospital,,"Porto, Portugal",,,,41.14193891914859,-8.616315327705054
place_of_worship,,"Porto, Portugal",,,,41.14118741190957,-8.616199527150739
place_of_worship,Rua do Infante Dom Henrique,"Porto, Portugal",,,,41.14098684706162,-8.615720116919821
place_of_worship,,"Porto, Portugal",,,,41.1408673,-8.6154178
library,,"Porto, Portugal",,,,41.140999593606615,-8.616992610636812
police,Rua Nova da Alfândega,"Porto, Portugal",,,,41.14106832230117,-8.617124739510965
restaurant,,"Porto, Portugal",,,,41.14248754905684,-8.61354560097453
cafe,,"Porto, Portugal",,,,41.142432641783934,-8.612971346899663
restaurant,Largo de São Domingos,"Porto, Portugal",,,,41.14337533664887,-8.61485178585086
police,,"Porto, Portugal",,,,41.14358984604259,-8.608754140485122
cafe,,"Porto, Portugal",,,,41.14508784701997,-8.607505605489164
restaurant,,"Porto, Portugal",,,,41.14520580031774,-8.60774561310156
place_of_worship,,"Porto, Portugal",,,,41.143563555788425,-8.614712660976839
cafe,Largo de São Domingos,"Porto, Portugal",,,,41.14291669541715,-8.615170479218442
cafe,,"Porto, Portugal",,,,41.14237702326209,-8.61677778641251
restaurant,,"Porto, Portugal",,,,41.1445789109872,-8.615418122738255
restaurant,,"Porto, Portugal",,,,41.144812156342184,-8.615336307746164
place_of_worship,,"Porto, Portugal",,,,41.143363191324454,-8.615699981697526
kindergarten,,"Porto, Portugal",,,,41.1432661123195,-8.616440214967977
restaurant,,"Porto, Portugal",,,,41.14327641376995,-8.616513180958046
school,Rua das Taipas,"Porto, Portugal",,,,41.143542330564756,-8.617234973356995
place_of_worship,,"Porto, Portugal",,,,41.14422588324449,-8.616102710039753
townhall,,"Porto, Portugal",,,,41.14110461760895,-8.617364504580607
place_of_worship,,"Porto, Portugal",,,,41.14202319069737,-8.617685756121386
restaurant,Rua das Taipas,"Porto, Portugal",,,,41.14298443105251,-8.617686303311482
restaurant,,"Porto, Portugal",,,,41.143443184690476,-8.618097270843482
restaurant,Rua Doctor Barbosa de Castro,"Porto, Portugal",,,,41.144138090549035,-8.617460038127728
restaurant,,"Porto, Portugal",,,,41.14364124483812,-8.618191178245805
restaurant,,"Porto, Portugal",,,,41.144218667662,-8.617406973409489
university,,"Porto, Portugal",,,,41.14445116167414,-8.61669269383633
place_of_worship,Rua de São Filipe de Nery,"Porto, Portugal",,,,41.14576161681431,-8.61422326561653
place_of_worship,,"Porto, Portugal",,,,41.1419913782069,-8.603864942134239
place_of_worship,,"Porto, Portugal",,,,41.1432363066405,-8.607438171017577
place_of_worship,,"Porto, Portugal",,,,41.14323793419725,-8.60325295062219
pharmacy,,"Porto, Portugal",,,,41.144639574060456,-8.606179070411867
school,,"Porto, Portugal",,,,41.14524851344617,-8.60558855754697
restaurant,,"Porto, Portugal",,,,41.14568245644703,-8.605551696704444
restaurant,,"Porto, Portugal",,,,41.1458099234642,-8.605281201621905
restaurant,,"Porto, Portugal",,,,41.14589761205767,-8.605119965690118
restaurant,Rua de Santo Ildefonso,"Porto, Portugal",,,,41.14610829364992,-8.605269675312284
place_of_worship,Rua de Santo Ildefonso,"Porto, Portugal",,,,41.14621367677363,-8.606565622580305
cafe,,"Porto, Portugal",,,,41.14653181154492,-8.605156604897624
place_of_worship,,"Porto, Portugal",,,,41.14209825583136,-8.617974554838698
cafe,,"Porto, Portugal",,,,41.14637774117896,-8.61239804281442
townhall,,"Porto, Portugal",,,,41.1459942256536,-8.617931719521625
place_of_worship,,"Porto, Portugal",,,,41.14299989318626,-8.619458423035638
place_of_worship,,"Porto, Portugal",,,,41.142866177609974,-8.619704257108992
restaurant,,"Porto, Portugal",,,,41.14358709197087,-8.620996521241402
kindergarten,,"Porto, Portugal",,,,41.143985560449465,-8.620521814639298
kindergarten,,"Porto, Portugal",,,,41.14429209928995,-8.62073767695652
college,,"Porto, Portugal",,,,41.14456718841225,-8.621690167927667
school,Rua da Bandeirinha,"Porto, Portugal",,,,41.14498855401514,-8.621381560146586
cafe,Rua da Bandeirinha,"Porto, Portugal",,,,41.145673822148396,-8.620306243663183
school,Praça da Alegria,"Porto, Portugal",,,,41.14389051451534,-8.599980821916178
place_of_worship,Avenida de Rodrigues de Freitas,"Porto, Portugal",,,,41.145380831053764,-8.602411238604486
cafe,Praça dos Poveiros,"Porto, Portugal",,,,41.14598110766613,-8.60348080370665
cafe,,"Porto, Portugal",,,,41.145935414407624,-8.603701831553158
restaurant,,"Porto, Portugal",,,,41.14627533841528,-8.60292257884204
restaurant,,"Porto, Portugal",,,,41.14670954773461,-8.60261193108061
clinic,,"Porto, Portugal",,,,41.1470778763073,-8.602243530638395
restaurant,,"Porto, Portugal",,,,41.14680554113992,-8.603389747071677
restaurant,,"Porto, Portugal",,,,41.14717811083865,-8.602603272418518
restaurant,,"Porto, Portugal",,,,41.1466768088513,-8.60436208003134
restaurant,,"Porto, Portugal",,,,41.14663962710666,-8.604217330135699
bank,,"Porto, Portugal",,,,41.14658958048708,-8.604132381655953
restaurant,,"Porto, Portugal",,,,41.14661616978989,-8.604012289253914
cafe,,"Porto, Portugal",,,,41.14798869931291,-8.605640309058986
cafe,,"Porto, Portugal",,,,41.14710838695576,-8.606461575762463
place_of_worship,Rua de São Filipe de Nery,"Porto, Portugal",,,,41.145810962628865,-8.61404085235128
cafe,,"Porto, Portugal",,,,41.147212477273975,-8.607255327936427
clinic,,"Porto, Portugal",,,,41.14822737700185,-8.609672710954195
restaurant,,"Porto, Portugal",,,,41.14813063245434,-8.609662331103861
dentist,,"Porto, Portugal",,,,41.148640055871574,-8.609999167148
place_of_worship,,"Porto, Portugal",,,,41.157975506228006,-8.635722036110666
cafe,,"Porto, Portugal",,,,41.148934075988045,-8.608874408341496
place_of_worship,,"Porto, Portugal",,,,41.14204463577556,-8.614228499519148
restaurant,,"Porto, Portugal",,,,41.142102661608696,-8.61396219348928
place_of_worship,Praça do Marquês de Pombal,"Porto, Portugal",,,,41.1614219411063,-8.605860656624154
cafe,Rua do Bonjardim,"Porto, Portugal",,,,41.14965795916694,-8.609320639260947
cafe,Rua do Bonjardim,"Porto, Portugal",,,,41.15034471340539,-8.608961173014277
cafe,,"Porto, Portugal",,,,41.15000698397288,-8.607731779898932
cafe,,"Porto, Portugal",,,,41.150048785412395,-8.607610836956098
restaurant,,"Porto, Portugal",,,,41.14807492007788,-8.605068754495521
restaurant,Rua do Almada,"Porto, Portugal",,,,41.149427840999444,-8.612303378657016
school,Largo Mompilher,"Porto, Portugal",,,,41.149936352126225,-8.612735609154049
townhall,Praça de Carlos Alberto,"Porto, Portugal",,,,41.149032268684024,-8.6161252008941
place_of_worship,Rua do Carmo,"Porto, Portugal",,,,41.147469929020275,-8.616251756207445
place_of_worship,,"Porto, Portugal",,,,41.14747506112082,-8.616454736054092
place_of_worship,,"Porto, Portugal",,,,41.1483175516816,-8.617514981227206
cafe,,"Porto, Portugal",,,,41.14894998118036,-8.616511224566745
place_of_worship,,"Porto, Portugal",,,,41.149124432431734,-8.61783381760211
cafe,,"Porto, Portugal",,,,41.14966141905132,-8.619954110141704
bank,,"Porto, Portugal",,,,41.14777611129084,-8.620694763113068
restaurant,,"Porto, Portugal",,,,41.14760426504789,-8.620897054705557
place_of_worship,Largo Primeiro de Dezembro,"Porto, Portugal",,,,41.142484825036796,-8.609196564491281
cafe,,"Porto, Portugal",,,,41.141710366718804,-8.60893450475745
school,Calçada do Forno Velho,"Porto, Portugal",,,,41.14139029985403,-8.617665174321262
kindergarten,,"Porto, Portugal",,,,41.14433090013033,-8.620697722289112
school,Calçada das Virtudes,"Porto, Portugal",,,,41.143822192566375,-8.619169722674881
hospital,,"Porto, Portugal",,,,41.148354990136625,-8.617704572172878
university,,"Porto, Portugal",,,,41.14720997319013,-8.623901070459361
hospital,,"Porto, Portugal",,,,41.146930298928886,-8.62272549041578
library,Rua de Entre Quintas,"Porto, Portugal",,,,41.14824302389701,-8.62691048427468
cafe,,"Porto, Portugal",,,,41.14686201700352,-8.62648827824992
kindergarten,,"Porto, Portugal",,,,41.143279720353476,-8.600472907180821
restaurant,,"Porto, Portugal",,,,41.14075536430966,-8.616635788054431
restaurant,,"Porto, Portugal",,,,41.14092267243463,-8.616876026260961
school,,"Porto, Portugal",,,,41.143171346245545,-8.616339661296653
university,,"Porto, Portugal",,,,41.1476923653945,-8.617699230353209
police,Rua do Carmo,"Porto, Portugal",,,,41.14808811003746,-8.617165203113597
bank,Praça da Liberdade,"Porto, Portugal",,,,41.14675058073048,-8.611982956675224
place_of_worship,Rua das Condominhas,"Porto, Portugal",,,,41.15340148463687,-8.64885786167096
restaurant,Cais das Pedras,"Porto, Portugal",,,,41.14599798998523,-8.630794075182642
place_of_worship,,"Porto, Portugal",,,,41.14710081578224,-8.630635137781043
place_of_worship,,"Porto, Portugal",,,,41.15009288381912,-8.62797184804354
cafe,Alameda de Basílio Teles,"Porto, Portugal",,,,41.14665542971917,-8.631393440153072
place_of_worship,,"Porto, Portugal",,,,41.15012724471901,-8.62737237526079
kindergarten,,"Porto, Portugal",,,,41.150520145444816,-8.627681970652848
place_of_worship,,"Porto, Portugal",,,,41.14870936542637,-8.625010989586581
place_of_worship,,"Porto, Portugal",,,,41.14394674905373,-8.614291282273188
place_of_worship,Praça Coronel Pacheco,"Porto, Portugal",,,,41.15168965548678,-8.614962791621313
school,Rua Gil Eanes,"Porto, Portugal",,,,41.15698732156603,-8.659082661363366
cafe,,"Porto, Portugal",,,,41.174082547290034,-8.604296257087913
place_of_worship,Rua do Moreira,"Porto, Portugal",,,,41.153473062062396,-8.601517125169414
university,Rua da Alegria,"Porto, Portugal",,,,41.1541973520681,-8.603813305343424
school,,"Porto, Portugal",,,,41.15215568862913,-8.603471739560016
university,Rua de Gil Vicente,"Porto, Portugal",,,,41.160287987290836,-8.601685618834528
bank,Rua do Doutor António Bernardino de Almeida,"Porto, Portugal",,,,41.177861652884566,-8.607202028514097
place_of_worship,,"Porto, Portugal",,,,41.15064436572338,-8.617367778405804
restaurant,,"Porto, Portugal",,,,41.15099946643341,-8.61756511663498
school,,"Porto, Portugal",,,,41.15060268451338,-8.615767927482503
school,Rua de Cedofeita,"Porto, Portugal",,,,41.14992000424616,-8.61625230426127
place_of_worship,,"Porto, Portugal",,,,41.150211058079115,-8.612885943482551
pharmacy,,"Porto, Portugal",,,,41.182834913366996,-8.60169697375944
university,,"Porto, Portugal",,,,41.15144877606962,-8.615875397181862
university,,"Porto, Portugal",,,,41.15209366146921,-8.616249684414171
